ID,SPO2_DATA,ECG_DATA,TEMP_DATA,BLOODPRESSURE_DATA,OVERALL_STATUS,PATIENT_STATE,TIME_MS
286,high risk,high risk,moderate risk,high risk,72.579,CRITICAL STATE,1547509552308
287,high risk,high risk,moderate risk,high risk,72.7908,CRITICAL STATE,1547509553307
288,high risk,high risk,moderate risk,high risk,72.9045,CRITICAL STATE,1547509554309
289,high risk,high risk,moderate risk,high risk,72.9045,CRITICAL STATE,1547509555306
290,high risk,high risk,moderate risk,high risk,72.9045,CRITICAL STATE,1547509556300
291,high risk,high risk,moderate risk,high risk,72.9045,CRITICAL STATE,1547509557301
292,high risk,high risk,moderate risk,high risk,72.9045,CRITICAL STATE,1547509558301
293,high risk,high risk,moderate risk,high risk,72.9045,CRITICAL STATE,1547509559302
294,high risk,high risk,moderate risk,high risk,72.9045,CRITICAL STATE,1547509560303
295,high risk,high risk,moderate risk,high risk,72.9045,CRITICAL STATE,1547509561305
296,high risk,high risk,moderate risk,high risk,72.9045,CRITICAL STATE,1547509562305
297,high risk,high risk,moderate risk,high risk,72.9045,CRITICAL STATE,1547509563305
298,high risk,high risk,moderate risk,high risk,72.9045,CRITICAL STATE,1547509564310
299,high risk,high risk,low risk,high risk,72.9045,CRITICAL STATE,1547509565307
300,high risk,high risk,low risk,high risk,68.3649,CRITICAL STATE,1547509566302
301,high risk,high risk,low risk,high risk,68.3649,CRITICAL STATE,1547509567294
302,high risk,high risk,low risk,high risk,68.3649,CRITICAL STATE,1547509568300
303,high risk,high risk,low risk,high risk,68.3649,CRITICAL STATE,1547509569299
304,high risk,high risk,low risk,high risk,68.3649,CRITICAL STATE,1547509570301
305,high risk,high risk,low risk,high risk,68.3649,CRITICAL STATE,1547509571306
306,high risk,high risk,low risk,high risk,68.3649,CRITICAL STATE,1547509572296
307,high risk,high risk,low risk,high risk,68.3649,CRITICAL STATE,1547509573298
308,high risk,high risk,low risk,high risk,68.3649,CRITICAL STATE,1547509574301
309,high risk,high risk,low risk,high risk,68.3649,CRITICAL STATE,1547509575303
310,high risk,high risk,low risk,high risk,68.3649,CRITICAL STATE,1547509576315
311,high risk,high risk,low risk,high risk,68.3649,CRITICAL STATE,1547509577310
312,high risk,high risk,low risk,high risk,68.3649,CRITICAL STATE,1547509578301
313,high risk,high risk,moderate risk,high risk,68.3649,CRITICAL STATE,1547509579312
314,high risk,high risk,moderate risk,high risk,70.7988,CRITICAL STATE,1547509580301
315,high risk,high risk,moderate risk,high risk,70.7988,CRITICAL STATE,1547509581299
